Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,12/16/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Mali,MLI,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,803.7121884,908.5248653,877.493213,902.6332596,931.3664064,934.5490345,992.7183987,1032.319291,1094.128257,1142.074749,1134.540845,1299.113231,1320.212365,1422.561686,1437.303131,1528.693782,1594.965013,1639.393681,1693.719715,1731.268439,1787.161674,1826.647557,1763.840251,1812.96622,1915.304472,2032.655872,2189.006622,2246.797421,2338.533676,2419.886841,2347.113815
Malta,MLT,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9002.409077,9626.169535,10201.60044,10802.92085,11548.6131,12451.4972,13047.48817,13815.30553,14469.9954,15110.4835,18363.48842,18518.54624,19599.84604,20907.96316,21527.47135,22306.68086,23289.81421,25028.76051,26523.47092,26669.15697,28744.70012,28973.19563,30243.98766,32295.8786,34344.11145,37455.07059,39886.9498,42644.05085,44482.23968,46766.76668,42640.1161
Myanmar,MMR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400.273999,412.652238,435.67971,475.1747749,512.331329,554.1351802,594.5573218,633.5159978,668.8840774,726.9856507,825.9011327,939.0871838,1054.92519,1202.791835,1392.316768,1617.62678,1874.900364,2151.946475,2421.712967,2676.997561,2960.241215,3224.50102,3547.130653,3782.572595,4009.962562,4105.443377,4031.179736,4224.545031,4575.13099,4940.152499,5121.917559
Middle East & North Africa (excluding high income),MNA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4593.122419,4941.983999,5163.049086,5306.387142,5377.140865,5522.796323,5837.761923,6030.248012,6393.81137,6655.986294,7116.213069,7306.120307,7511.205073,7650.025841,8346.331657,8818.817929,9385.276303,10051.82731,10437.97699,10601.0014,11086.60733,11043.56651,11336.44084,11229.73985,10880.88622,10193.65097,10149.42424,10446.03744,10593.14263,10665.43173,10323.57852
Montenegro,MNE,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6004.402945,6773.19696,7100.298233,7333.332788,7835.759367,8313.658703,10444.75748,12444.22471,13816.525,13031.70891,13646.47218,14472.42551,13863.96542,14870.1718,15371.18463,16332.7899,18199.33029,19682.28335,21547.28254,23343.92817,20542.7146
Mongolia,MNG,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3344.44522,3108.882339,2852.505221,2802.972797,2901.777424,3127.477063,3229.844595,3387.670017,3510.27713,3638.534932,3729.2515,3887.617211,4095.956473,4418.138425,4963.617727,5424.230118,5989.659985,6689.462292,7319.096892,7167.246789,7581.546671,8912.873391,10227.53027,10549.89206,11056.29853,10648.27398,10737.48613,11366.30394,12317.44092,13014.1129,12362.34183
Northern Mariana Islands,MNP,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291.3054041,307.911558,285.4049108,310.4325827,324.7359745,327.3176142,359.5686037,396.5101893,429.8685565,474.9368177,478.3107073,532.5498968,574.1496544,606.7072778,652.7959622,697.4311012,766.2768748,824.4820045,877.5984491,914.7770675,958.9374589,1023.065084,1035.522437,1084.98419,1139.051782,1291.268034,1363.674953,1283.65987,1320.702265,1335.986411,1296.921395
Mauritania,MRT,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2637.34015,2704.079492,2745.565608,2900.080476,2798.810364,3059.281622,3214.228455,3061.111463,3101.703082,3178.819683,3041.070225,3000.574666,3005.950733,3183.318166,3328.106401,3621.091556,4290.197487,4196.500159,4142.722344,4058.740888,4092.078814,4225.571262,4262.063697,4481.251842,4295.051489,4200.152563,4700.106262,5108.549132,5318.085954,5569.995262,5388.078903
Mauritius,MUS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4943.375438,5279.920693,5676.761913,6034.685987,6329.248633,6681.336011,7110.748146,7554.371325,8018.50389,8241.220606,9027.425526,9459.232146,9696.478908,10386.34681,11058.24331,11536.87669,12406.32643,13407.97742,14353.11306,14902.35421,15698.52215,16653.2438,16963.51124,17866.30682,18488.04679,19229.83549,20701.21897,21415.11611,22741.35132,23836.91689,20522.85994
Malawi,MWI,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,665.2838856,732.5703663,688.184537,770.8368404,704.1127678,830.7218515,891.6706237,919.8155221,940.0765216,955.3232398,965.872951,914.713241,922.2553711,969.2716132,1023.589839,1061.994557,1114.851756,1220.082009,1301.184115,1380.055802,1449.883967,1508.192132,1467.138181,1572.833472,1530.930754,1445.735112,1454.358941,1472.146868,1532.668475,1602.146782,1591.012708
Malaysia,MYS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6814.055477,7512.697364,8154.094,8946.306263,9733.019048,10642.10747,11620.33145,12373.31664,11302.46384,11875.81129,12913.17492,12976.67579,13606.05103,14369.82704,15450.04856,16454.21538,17549.60295,18784.48431,19695.07921,19193.19186,20508.75753,21704.74427,22985.80166,23477.99117,24607.66873,24801.88843,25546.12952,26661.50742,28239.50008,29623.40516,27913.28927
North America,NAC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23398.78086,23845.17238,24904.78028,25859.20919,27143.87241,28124.60528,29379.60367,30848.23057,32211.8017,33860.99117,35654.68581,36458.34914,37333.18009,38796.35827,40949.89067,43353.11613,45497.54868,47152.61359,47598.8167,46294.03783,47643.75612,49070.8869,50678.72522,52229.63014,54121.61569,55645.0039,56863.84575,58922.10326,61761.99008,63781.39324,61832.17825
Namibia,NAM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3704.844966,4020.82358,4290.272794,4216.559523,4280.015376,4439.624675,4565.591104,4744.512992,4859.662422,5002.822659,5202.655657,5293.609718,5550.081021,5806.299468,6593.76264,6861.146129,7442.056205,7911.395037,8129.630071,8067.182886,8499.51964,8958.932313,9341.106683,9735.532643,10467.22804,10633.29442,10427.12176,10171.4215,10329.65502,10227.58262,9294.624331
New Caledonia,NCL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,NER,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,763.2852459,760.7827127,767.9294242,762.5338405,766.6120353,774.7132747,762.6642832,760.9335887,816.7453112,797.6580481,777.079348,821.4110011,843.9431895,846.4717962,840.6569803,896.3526938,942.3198831,961.2464874,1016.561536,1005.374108,1062.689914,1068.244853,1158.66902,1127.348953,1142.516865,1145.309402,1153.339689,1163.22617,1229.223782,1276.153883,1287.778851
Nigeria,NGA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2057.82207,2081.365602,2171.923772,2124.30681,2077.831582,2067.729076,2140.006355,2187.135005,2213.016657,2202.409952,2306.114523,2434.246219,2780.792298,2964.362992,3241.724496,3467.105156,3690.840249,3934.842537,4170.732914,4420.974011,4703.204831,4922.702345,4982.945399,5225.172934,5507.169495,5426.332787,5234.679127,5190.356127,5278.848395,5352.679423,5184.480233
Nicaragua,NIC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1974.13723,1992.101439,1999.939938,1994.524094,2060.54393,2183.49799,2319.965221,2411.340722,2486.252585,2656.119801,2783.228913,2885.203621,2911.094793,2998.087617,3198.347199,3392.562178,3590.831085,3821.592136,3974.72955,3820.502917,3981.08092,4263.157777,4427.946924,4610.298981,4941.699702,5293.870462,5694.054287,6004.014088,5867.243891,5682.215978,5567.647462
Netherlands,NLD,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19128.77414,20098.98672,20750.2582,21359.63281,22326.70509,23389.32663,24455.25494,26007.97994,27707.84045,29268.5361,31884.68942,33194.52307,34447.20532,34114.41754,35780.10663,37625.56171,40958.91895,43885.83135,46420.20168,44589.71915,45078.31814,46599.02103,47272.10302,49241.51784,49233.2154,50288.59139,52288.41508,55088.6338,57901.09701,59675.18034,59334.21484
Norway,NOR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18416.46117,19533.269,20573.4346,21531.58258,22971.94738,24301.75817,26759.73341,28598.68799,28185.25027,30555.04906,36952.55415,37780.64417,37980.35398,38553.93245,42514.68599,47797.52995,54088.03684,55862.65642,61716.59971,55404.97455,57963.87594,62076.74066,65354.77925,66961.2531,65892.68928,60368.92087,58939.91261,64050.75617,69710.48451,68345.06942,63287.60701
Nepal,NPL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,858.9389932,920.1965298,953.6313198,986.5241996,1061.824447,1093.868456,1145.934426,1198.489692,1222.91938,1270.408345,1354.495236,1426.454374,1428.549476,1491.059047,1581.559069,1666.248458,1752.499798,1838.687648,1967.699829,2055.85227,2169.515359,2288.249337,2505.39181,2702.224963,2947.316487,2996.220462,2989.675006,3565.197807,3864.322124,4119.922339,4007.012803
Nauru,NRU,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4388.568663,4413.984697,4984.523803,3940.877499,4893.419958,5343.815983,5968.352218,6662.389495,7511.78952,9913.080756,12677.72949,13163.75788,13645.41063,12975.39238,13963.76739,14099.48535,14334.83232
New Zealand,NZL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14859.2764,14564.5479,14916.92074,15960.88769,17093.6204,17908.77925,18463.78141,19136.91376,19340.89433,20579.36592,21514.47755,22496.75393,23306.27954,23961.41877,25080.03995,25677.41908,27744.73589,29355.66482,29827.14255,30700.55857,31239.19131,32701.3786,32988.60976,36242.62123,37293.35679,37479.68298,39955.80303,42285.3199,43930.88142,45073.20308,44212.87648
OECD members,OED,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16548.44118,17193.67189,17826.26815,18299.20069,19150.89931,19924.88882,20816.46474,21770.50686,22351.39695,23220.48045,24653.25513,25416.20602,26210.60884,26972.50004,28401.11849,29745.72064,31700.52514,33234.16016,34094.31009,33202.13071,34447.58847,35869.81349,36841.42915,38143.99656,39277.54948,40420.88103,41795.78114,43389.81046,45106.00074,46426.67024,44822.96381
Oman,OMN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23016.28165,24152.34197,25572.49685,26570.48203,27188.40257,28407.07868,29376.70711,31521.43431,32687.97968,33225.01495,35984.3468,37970.3273,37494.40715,36372.34845,36915.88102,37992.56021,40134.25698,41809.56568,44545.52789,45554.90997,44328.76717,43425.16851,44508.89817,42078.86089,38624.68268,31122.73866,28908.54054,29077.3636,29125.45574,28540.787,
Other small states,OSS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11155.47303,11738.93802,12315.85142,12899.97252,14251.15727,15197.48806,17080.99307,18944.3166,20500.05605,20804.51284,22431.45683,24192.16234,25304.6142,25593.87951,25411.23562,21679.57714,21180.33828,22637.09591,23213.40061,23700.0785,22292.13099
Pakistan,PAK,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1922.302571,2028.892789,2173.574946,2202.79916,2270.39834,2365.93068,2455.155461,2452.982459,2472.43206,2529.009284,2625.261795,2709.027901,2753.54074,2898.032983,3127.690769,3357.363426,3579.962432,3766.855562,3818.071985,3868.743942,3890.290619,3993.559367,4018.732737,4103.629564,4238.633867,4373.014475,4410.006565,4571.205078,4853.266557,4896.393145,4811.097563
Panama,PAN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5041.804905,5585.331274,6054.368065,6402.703891,6589.164258,6706.379724,6963.851003,7394.006209,7865.190852,8126.987656,8367.731991,8435.288771,8594.070546,8951.649791,9701.822633,10527.45555,11570.97393,13066.86072,14373.65015,14405.11096,15153.53596,16923.94652,18679.51394,20809.85514,22897.40263,25319.21669,27828.55571,30446.84957,31784.31449,32769.87032,26772.51154
Peru,PER,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3359.26403,3478.860289,3470.42567,3668.483605,4129.789668,4445.426279,4568.053143,4861.121908,4811.260418,4873.864445,5043.267181,5120.068806,5423.64423,5697.432126,6084.892535,6610.891706,7262.258084,8026.610325,8857.863861,8951.012535,9730.421104,10476.79633,10767.67733,11295.96326,11510.27888,11572.32079,12013.37739,12506.52938,13088.29584,13397.27392,11874.09814
Philippines,PHL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2649.380185,2659.997464,2666.206984,2723.047735,2835.27166,2959.031756,3117.52828,3263.394801,3211.002569,3293.422843,3439.538759,3545.734142,3657.970357,3835.916752,4115.768814,4370.373887,4657.708791,5008.201409,5239.726938,5268.494984,5626.281161,5865.343551,6296.827614,6614.683524,6960.900716,7186.76928,7703.762275,8120.868793,8720.607379,9291.726915,8386.724327
Palau,PLW,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9956.872418,10670.81936,11083.5522,10827.26084,11629.91769,12515.57986,12999.05536,13892.39997,13665.4364,13156.08501,13587.76091,14970.49765,15612.20997,15375.97638,16625.26939,18008.0905,18127.48261,17770.562,18074.19995,17957.76774,16315.90752
Papua New Guinea,PNG,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1438.327947,1591.113789,1810.351504,2140.654172,2262.961918,2181.600492,2336.068325,2229.46625,2117.057086,2136.041469,2081.453938,2079.355803,2066.013057,2106.823419,2176.645563,2335.162197,2477.994746,2678.302773,2656.864832,2791.715394,3039.784157,3069.759742,3206.195825,3318.800937,3761.523432,3966.77071,4144.603632,4285.628756,4290.698282,4474.685805,4285.038164
Poland,POL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6170.249054,5910.397797,6178.156953,6544.288668,7022.968936,7666.666497,8257.723619,8933.514082,9487.370197,10040.89838,10676.76299,11124.52793,11804.26626,12275.79567,13342.61456,13896.79338,15132.07225,16782.43901,18303.35292,19254.09228,21088.61633,22827.69814,23745.6978,24567.50617,25475.50469,26862.05252,28322.10698,30064.50348,31978.53115,34233.31567,34406.2351
Pre-demographic dividend,PRE,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1485.757872,1505.909662,1547.333774,1553.615102,1546.218707,1585.390877,1664.042714,1759.833258,1878.174002,1952.627433,2064.952713,2140.977283,2204.808228,2119.397052,2399.55044,2542.9964,2705.190236,2858.912945,3016.051761,3091.54026,3235.333553,3347.525241,3408.247576,3551.371993,3639.443789,3452.388161,3444.752447,3534.439411,3614.536398,3698.330329,3534.719007
Puerto Rico,PRI,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13414.92863,14088.16089,14969.9257,15902.03787,16765.02889,17730.66008,18266.96557,19320.60801,20500.48839,21807.87374,22961.29087,24893.0168,25485.62659,25956.53488,28981.39847,29332.65213,29920.8258,30545.67417,30745.41586,30541.06419,30925.40083,31824.15484,32582.62241,33172.67126,33682.85003,34016.02235,34346.86733,34363.75463,35122.88848,36276.84236,35264.09763
"Korea, Dem. People's Rep.",PRK,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,PRT,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11751.48677,12708.84366,13150.30065,13170.69401,13545.22779,14371.67689,14884.97044,15783.2073,16686.38374,17718.15157,18884.88624,19533.35731,20356.6473,20829.59956,21460.02078,22725.27749,24649.71938,25701.89458,26665.8373,26478.36897,27282.75084,26769.51189,26438.0163,27936.03966,28742.44038,29660.89607,31607.75424,33044.71674,34931.7846,36945.14148,34090.73126
Paraguay,PRY,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5388.3242,5617.604054,5697.614646,5972.12741,6271.794506,6681.616344,6754.364966,7008.436426,6939.762378,6799.348691,6654.172815,6612.677348,6590.167278,6876.99709,7223.55654,7485.299217,7960.725393,8495.336999,9097.520489,9020.308022,10001.53043,10503.59585,10018.72363,11062.55873,11454.42888,11486.52319,12041.72354,12590.54844,13135.69887,13149.03857,13064.30933
West Bank and Gaza,PSE,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2201.922042,2302.670908,2269.395024,2532.792092,2854.559423,3056.449269,2785.325171,2516.273335,2180.408148,2468.295083,3012.525835,3369.874315,3350.536545,3480.789647,3708.664442,3951.234993,4119.819466,4494.731323,5255.825609,5371.6871,5510.13293,5954.400784,6305.391803,6401.740891,6469.909098,6509.568335,5687.826475
Pacific island small states,PSS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2861.142608,2892.24457,3070.208986,3173.489982,3337.880147,3488.485866,3627.958224,3591.761312,3643.566482,3866.535457,3851.440471,3947.866439,4062.353447,4167.866282,4417.968551,4583.258767,4766.238426,4858.506952,4961.542974,4875.618437,5016.724182,5240.717887,5443.616087,5720.12728,6404.331375,6809.90562,6958.134089,7291.233373,7589.694513,7649.569374,6738.158403
Post-demographic dividend,PST,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17940.32715,18639.56119,19271.53348,19768.61239,20682.01592,21555.49893,22479.60243,23482.09438,24284.87452,25341.83154,26946.11273,27909.76008,28876.74589,29808.48173,31420.40659,32960.41472,35070.54886,36793.8635,37720.29673,36697.88099,38005.68898,39433.27068,40488.06769,41968.05202,43104.92107,44248.67881,45762.15178,47588.82824,49644.77257,51243.88473,49400.34142
French Polynesia,PYF,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,QAT,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96823.11329,99035.25784,103476.3384,102757.7787,113857.654,109856.9529,120838.1739,122882.8385,125010.6974,122424.612,132047.9866,139358.9653,141634.7038,138229.769,129068.5789,92968.2321,83102.3505,91738.7528,93154.2349,93771.12531,89935.26785
Romania,ROU,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5267.533283,4783.560264,4504.140198,4687.772849,4983.372747,5415.968478,5731.379494,5562.137041,5544.09454,5596.470889,5850.624221,6521.472893,7162.309673,7552.198645,8982.845042,9602.149434,11541.24506,13683.43762,16782.09886,16644.03893,16989.30704,17896.27586,18869.61921,19781.97957,20657.70707,21605.83668,24271.3661,27141.91933,29248.80932,32323.86684,31945.74966
Russian Federation,RUS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8027.845591,7857.906215,6862.462729,6419.51646,5734.413877,5613.280647,5517.85889,5699.947617,5465.056362,5914.326062,6825.391511,7361.363679,8037.474535,9254.537201,10226.76615,11822.34693,14912.23393,16648.24164,20163.60942,19389.94118,20490.12672,22798.67443,24303.47341,26073.87453,25761.64802,24085.32418,24128.08641,25926.44385,28681.78446,29188.85416,28213.44784
Rwanda,RWA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,555.217545,575.7507464,658.9598016,663.2731858,355.6324336,499.3770813,556.4945328,604.0340875,613.0973608,602.4295395,631.0713387,674.3478268,757.35605,776.423763,844.534664,935.3004227,1028.876541,1108.90773,1223.566162,1275.349963,1349.452094,1450.579478,1488.669707,1543.2734,1706.672987,1804.549952,1882.37238,1975.248661,2138.899699,2321.71859,2213.003654
South Asia,SAS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1243.973247,1282.804956,1357.879896,1419.486291,1505.028891,1609.260924,1715.548687,1775.611404,1858.491899,1992.243503,2080.161769,2180.625075,2253.966178,2420.98036,2629.039838,2868.29114,3130.286096,3394.242858,3516.991901,3737.928198,4009.714602,4242.34782,4572.168679,4757.745314,4934.334508,5142.938413,5458.397245,5773.980601,6218.553742,6508.00716,6130.752661
Saudi Arabia,SAU,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32067.24989,36902.02595,38089.84607,37420.3301,37480.95654,37475.05621,38354.7487,38712.2864,39514.79079,37791.22655,39882.62897,39240.76069,37667.02377,41441.86116,44601.7787,47161.12884,48552.52741,49394.01919,52047.06692,49933.19365,51529.82789,56133.14419,57364.98511,55908.24993,55726.10231,48611.13147,45484.43843,47306.22232,48735.4605,48948.174,46742.24456
Sudan,SDN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1130.580248,1224.536809,1300.713368,1356.600437,1363.291379,1436.815862,1508.848255,1651.839084,1695.54386,1725.32547,1824.609584,1931.347397,2030.524127,2166.787363,2247.833198,2422.966974,2672.271659,2976.974558,3183.836951,3225.055946,3289.437945,3673.487495,3751.1221,3716.654935,4500.779225,4379.624138,4503.773122,4327.782553,4448.841229,4362.609427,4243.781936
Senegal,SEN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1552.700146,1599.206423,1608.589008,1621.101394,1609.101015,1687.005686,1708.801015,1749.538341,1830.113647,1927.628243,1999.471339,2080.789151,2064.229522,2165.88942,2269.641265,2379.570339,2444.330335,2513.639543,2587.117481,2606.838234,2652.860792,2669.517086,2739.419,2742.420736,2830.697309,2971.346817,3075.937351,3203.906368,3388.946311,3503.617548,3501.515601
Singapore,SGP,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23820.1752,25535.75623,27027.53066,30069.31618,33066.08572,35107.56846,36891.1621,39332.06576,37602.17795,40007.50679,43833.22096,43136.43028,45120.4077,48756.56255,54301.69775,58717.21715,63910.0847,68628.38259,67576.86283,66149.00465,75294.35655,80052.3915,82064.96119,83001.7878,84423.19134,86974.74762,89417.34902,95350.43567,100581.158,102573.4018,98483.342
Solomon Islands,SLB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1369.385614,1458.945689,1634.765754,1691.757279,1815.622079,1983.961146,1995.88244,1957.421713,1950.225026,1915.374606,1633.614421,1495.606012,1437.824638,1519.684905,1622.549879,1723.0674,1818.327558,1906.544752,2010.606028,2030.075395,2177.114708,2324.073672,2349.608792,2451.023329,2454.930547,2446.499194,2548.629965,2663.939508,2762.416412,2773.512363,2618.086198
Sierra Leone,SLE,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,775.9118531,815.5613718,675.6970509,704.2604436,708.4314735,666.3263371,689.0327724,656.6880559,668.8075289,652.9798875,693.0119886,639.6253813,786.3699019,835.9571771,875.8791137,908.4690577,944.7689676,1020.250199,1070.513474,1088.374292,1134.088203,1203.210638,1405.573377,1746.555737,1787.646837,1586.689754,1596.618799,1633.730738,1694.326473,1777.303893,1726.461867
El Salvador,SLV,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2926.575191,3029.296211,3270.507895,3494.981734,3689.103059,3898.030739,3958.472832,4114.945288,4233.70193,4352.348721,4466.896227,4574.671015,4692.307318,4828.401902,4977.8068,5247.311557,5615.686725,5848.369152,6063.148512,5956.677446,6126.973395,6465.808489,6541.216164,6877.146376,7233.195221,7597.689174,8038.629794,8454.052167,8822.550774,9147.261066,8417.350529
San Marino,SMR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43193.74323,46437.39119,50821.92125,52473.64944,55887.37316,56226.24965,58684.50617,62176.32792,64812.4483,68467.40041,74368.272,74527.86293,66491.15451,62777.53266,57954.42968,54450.48403,53465.09402,55432.06994,55614.62217,57455.56337,58867.01336,61006.8482,63420.32714,
